1.0-Entropy,Accuracy,Coverage,F1Measure,actual_discrim_set_size,actual_num_trials,algorithm,alpha,beta,cluster similarity threshold,dataset,epsilon,estimated_discrim_set_size,estimated_trials,experiment_ID,maxiter,minqual,num_clusters,pca,quality_max,quality_mean,quality_median,quality_min,quality_std_dev,runtime_clustering_sec,runtime_metrics_sec,subspace similarity threshold,width
0.185260,0.533654,0.932692,0.686991,5.000000,1456145.000000,MOCCA,0.05,0.25,0.0,/scratch/scratch95/h/hoffer/data/sonar.arff,0.0050,3.000000,1456145.000000,426,2500000,0.0,38.000000,y,31153781151208966000000000000000000.000000,26508041856730437000000000000000000.000000,25961484292674140000000000000000000.000000,25961484292674140000000000000000000.000000,1614865320944255500000000000000000.000000,9227.000000,0.000000,-1.0,0.08
0.162058,0.533654,0.985577,0.692295,5.000000,1456145.000000,MOCCA,0.05,0.25,0.0,/scratch/scratch95/h/hoffer/data/sonar.arff,0.0050,3.000000,1456145.000000,398,2500000,0.0,41.000000,y,25961484292674140000000000000000000.000000,25961484292674140000000000000000000.000000,25961484292674140000000000000000000.000000,25961484292674140000000000000000000.000000,0.000000,9234.000000,0.000000,-1.0,0.01
0.162058,0.533654,0.985577,0.692295,5.000000,1456145.000000,MOCCA,0.05,0.25,0.0,/scratch/scratch95/h/hoffer/data/sonar.arff,0.0050,3.000000,1456145.000000,370,2500000,0.0,41.000000,y,25961484292674140000000000000000000.000000,25961484292674140000000000000000000.000000,25961484292674140000000000000000000.000000,25961484292674140000000000000000000.000000,0.000000,9221.000000,0.000000,-1.0,0.0010
0.162058,0.533654,0.985577,0.692295,5.000000,1456145.000000,MOCCA,0.05,0.25,0.15,/scratch/scratch95/h/hoffer/data/sonar.arff,0.0050,3.000000,1456145.000000,405,2500000,0.0,41.000000,y,25961484292674140000000000000000000.000000,25961484292674140000000000000000000.000000,25961484292674140000000000000000000.000000,25961484292674140000000000000000000.000000,0.000000,9186.000000,0.000000,-1.0,0.01
0.162058,0.533654,0.985577,0.692295,5.000000,1456145.000000,MOCCA,0.05,0.25,0.15,/scratch/scratch95/h/hoffer/data/sonar.arff,0.0050,3.000000,1456145.000000,377,2500000,0.0,41.000000,y,25961484292674140000000000000000000.000000,25961484292674140000000000000000000.000000,25961484292674140000000000000000000.000000,25961484292674140000000000000000000.000000,0.000000,9164.000000,0.000000,-1.0,0.0010
0.162058,0.533654,0.985577,0.692295,5.000000,1456145.000000,MOCCA,0.05,0.25,0.15,/scratch/scratch95/h/hoffer/data/sonar.arff,0.0050,3.000000,1456145.000000,349,2500000,0.0,41.000000,y,25961484292674140000000000000000000.000000,25961484292674140000000000000000000.000000,25961484292674140000000000000000000.000000,25961484292674140000000000000000000.000000,0.000000,9325.000000,0.000000,-1.0,5.0E-4
0.347877,0.533654,0.995192,0.757803,3.000000,1456145.000000,MOCCA,0.05,0.25,0.0,/scratch/scratch95/h/hoffer/data/sonar.arff,0.0050,3.000000,1456145.000000,34,2500000,0.0,69.000000,y,249230249209671730000000000000000000.000000,249230249209671730000000000000000000.000000,249230249209671730000000000000000000.000000,249230249209671730000000000000000000.000000,0.000000,9769.000000,0.000000,-1.0,0.0010
0.347877,0.533654,0.995192,0.757803,3.000000,1456145.000000,MOCCA,0.05,0.25,0.15,/scratch/scratch95/h/hoffer/data/sonar.arff,0.0050,3.000000,1456145.000000,13,2500000,0.0,69.000000,y,249230249209671730000000000000000000.000000,249230249209671730000000000000000000.000000,249230249209671730000000000000000000.000000,249230249209671730000000000000000000.000000,0.000000,9748.000000,0.000000,-1.0,5.0E-4
0.347877,0.533654,0.995192,0.757803,3.000000,1456145.000000,MOCCA,0.05,0.25,0.15,/scratch/scratch95/h/hoffer/data/sonar.arff,0.0050,3.000000,1456145.000000,41,2500000,0.0,69.000000,y,249230249209671730000000000000000000.000000,249230249209671730000000000000000000.000000,249230249209671730000000000000000000.000000,249230249209671730000000000000000000.000000,0.000000,9505.000000,0.000000,-1.0,0.0010
0.536366,0.322258,0.870830,0.484243,5.000000,455477.000000,MOCCA,0.05,0.35,0.15,/scratch/scratch95/h/hoffer/data/pendigits.arff,0.0050,2.000000,455477.000000,445,2500000,0.0,1070.000000,y,61552656.745570,4938372.748243,2663336.109183,2071483.640476,4666133.790566,2218.000000,798.000000,-1.0,0.08
0.414109,0.104083,0.999466,0.354862,5.000000,455477.000000,MOCCA,0.05,0.35,0.15,/scratch/scratch95/h/hoffer/data/pendigits.arff,0.0050,2.000000,455477.000000,389,2500000,0.0,1498.000000,y,1479631.171769,1479631.171768,1479631.171769,1479631.171769,0.000000,2149.000000,35.000000,-1.0,0.0010
0.484813,0.104083,0.999733,0.374058,4.000000,455477.000000,MOCCA,0.05,0.35,0.0,/scratch/scratch95/h/hoffer/data/pendigits.arff,0.0050,2.000000,455477.000000,298,2500000,0.0,1873.000000,y,3382014.106899,3382014.106899,3382014.106899,3382014.106899,0.000000,2969.000000,52.000000,-1.0,0.01
0.599765,0.209901,0.424873,0.350253,5.000000,455477.000000,MOCCA,0.05,0.35,0.0,/scratch/scratch95/h/hoffer/data/pendigits.arff,0.0050,2.000000,455477.000000,438,2500000,0.0,223.000000,y,61552656.745570,4240029.569222,2663336.109183,1479631.171769,6244904.789529,2016.000000,61.000000,-1.0,0.08
0.414109,0.104083,0.999466,0.354862,5.000000,455477.000000,MOCCA,0.05,0.35,0.15,/scratch/scratch95/h/hoffer/data/pendigits.arff,0.0050,2.000000,455477.000000,361,2500000,0.0,1498.000000,y,1479631.171769,1479631.171768,1479631.171769,1479631.171769,0.000000,2144.000000,33.000000,-1.0,5.0E-4
0.347877,0.533654,0.995192,0.757803,3.000000,1456145.000000,MOCCA,0.05,0.25,0.15,/scratch/scratch95/h/hoffer/data/sonar.arff,0.0050,3.000000,1456145.000000,69,2500000,0.0,69.000000,y,249230249209671730000000000000000000.000000,249230249209671730000000000000000000.000000,249230249209671730000000000000000000.000000,249230249209671730000000000000000000.000000,0.000000,9758.000000,0.000000,-1.0,0.01
0.414109,0.104083,0.999466,0.354862,5.000000,455477.000000,MOCCA,0.05,0.35,0.0,/scratch/scratch95/h/hoffer/data/pendigits.arff,0.0050,2.000000,455477.000000,354,2500000,0.0,1498.000000,y,1479631.171769,1479631.171768,1479631.171769,1479631.171769,0.000000,2298.000000,38.000000,-1.0,5.0E-4
0.414109,0.104083,0.999466,0.354862,5.000000,455477.000000,MOCCA,0.05,0.35,0.0,/scratch/scratch95/h/hoffer/data/pendigits.arff,0.0050,2.000000,455477.000000,382,2500000,0.0,1498.000000,y,1479631.171769,1479631.171768,1479631.171769,1479631.171769,0.000000,2046.000000,34.000000,-1.0,0.0010
0.583134,0.504003,0.688417,0.469681,5.000000,455477.000000,MOCCA,0.05,0.35,0.15,/scratch/scratch95/h/hoffer/data/pendigits.arff,0.0050,2.000000,455477.000000,865,2500000,0.0,9.000000,n,14110.787172,7240.511824,5485.714286,1591.428571,4374.346827,10.000000,2.000000,-1.0,0.01
